# QT Clean v8 reviewed chapter-level grammar phrases. License: CC0-1.0
# source<TAB>Vietnamese<TAB>type<TAB>provenance
马上将渔网抓起	lập tức nhấc lưới đánh cá lên	general	project:qt-corrections-v8:ba
距离船只剩不到两米	chỉ còn cách thuyền chưa đầy hai mét	general	project:qt-corrections-v8:distance
撒了下去	quăng xuống	general	project:qt-corrections-v8:directional
沉降了一半	chìm xuống một nửa	general	project:qt-corrections-v8:result
渐渐的	dần dần	general	project:qt-corrections-v8:degree
绊住她了	giữ chân cô rồi	general	project:qt-corrections-v8:result
冲到船尾	lao tới đuôi thuyền	general	project:qt-corrections-v8:directional
伸手抢过竹篙	đưa tay giật lấy sào tre	general	project:qt-corrections-v8:action
大孩子	trẻ lớn	general	project:qt-corrections-v8:age
有些脱力	hơi kiệt sức	general	project:qt-corrections-v8:degree
接岗后	sau khi tiếp quản	general	project:qt-corrections-v8:time
远子你醒醒	Viễn Tử, tỉnh lại đi	general	project:qt-corrections-v8:speech
你快醒醒	mau tỉnh lại đi	general	project:qt-corrections-v8:speech
有气儿不	còn thở không	general	project:qt-corrections-v8:speech
有气儿	còn thở	general	project:qt-corrections-v8:speech
拍拍背	vỗ lưng	general	project:qt-corrections-v8:action
照着吩咐做	làm theo lời dặn	general	project:qt-corrections-v8:action
依旧没有醒	vẫn chưa tỉnh	general	project:qt-corrections-v8:aspect
没做回答	không trả lời	general	project:qt-corrections-v8:speech
咬着牙	nghiến răng	general	project:qt-corrections-v8:manner
不停撑篙	không ngừng chống sào	general	project:qt-corrections-v8:action
抽手抹一下	rút tay lau một cái	general	project:qt-corrections-v8:action
船行到家	thuyền về đến nhà	general	project:qt-corrections-v8:directional
顾不得拴船绳	chẳng kịp buộc dây thuyền	general	project:qt-corrections-v8:time
身子一个趔趄	cơ thể loạng choạng	general	project:qt-corrections-v8:result
护住怀里的外孙	bảo vệ cháu ngoại trong lòng	general	project:qt-corrections-v8:action
用膝盖抵住	dùng đầu gối chống vào	general	project:qt-corrections-v8:action
膝盖处磕破了个口子	đầu gối bị rách một đường	general	project:qt-corrections-v8:result
强行起身	gượng đứng dậy	general	project:qt-corrections-v8:result
抱着孩子进了屋	ôm đứa trẻ vào nhà	general	project:qt-corrections-v8:directional
灶台后头清灰	quét tro phía sau bếp	general	project:qt-corrections-v8:action
听到动静站起身	nghe tiếng động liền đứng dậy	general	project:qt-corrections-v8:sequence
老伴	bạn đời	general	project:qt-corrections-v8:kinship
马上焦急喊道	lập tức lo lắng kêu lên	general	project:qt-corrections-v8:speech
咋了	làm sao vậy	general	project:qt-corrections-v8:speech
睡不下	không đủ chỗ ngủ	general	project:qt-corrections-v8:result
集体打地铺	cùng trải chiếu ngủ dưới đất	general	project:qt-corrections-v8:idiom
轻拍他的脸	vỗ nhẹ mặt hắn	general	project:qt-corrections-v8:action
怎么都叫不醒	dù gọi thế nào cũng không tỉnh	general	project:qt-corrections-v8:result
换套干衣服	thay một bộ quần áo khô	general	project:qt-corrections-v8:action
擦了下眼角	lau khóe mắt	general	project:qt-corrections-v8:action
最先给他起的这个外号	biệt danh đầu tiên đặt cho hắn	general	project:qt-corrections-v8:attributive
久而久之	lâu dần	general	project:qt-corrections-v8:time
跟着这么叫了	cũng gọi theo như vậy	general	project:qt-corrections-v8:result
