# QT Clean v2 project-authored VietPhrase extension. License: CC0-1.0
# source<TAB>target<TAB>type<TAB>category
胜负已分	thắng bại đã rõ	general	narration
生死未卜	chưa rõ sống chết	general	narration
九死一生	thập tử nhất sinh	general	idiom
死里逃生	thoát chết trong gang tấc	general	idiom
化险为夷	hóa nguy thành an	general	idiom
绝处逢生	tìm được đường sống trong chỗ chết	general	idiom
势不可挡	không gì cản nổi	general	idiom
势均力敌	ngang tài ngang sức	general	idiom
不堪一击	không chịu nổi một đòn	general	idiom
全力以赴	dốc toàn lực	general	idiom
竭尽全力	dốc hết sức	general	idiom
孤注一掷	được ăn cả ngã về không	general	idiom
同归于尽	đồng quy vu tận	general	idiom
以命相搏	liều mạng giao đấu	general	idiom
杀意凛然	sát ý lạnh thấu xương	general	combat
杀气腾腾	sát khí đằng đằng	general	combat
战意高昂	chiến ý dâng cao	general	combat
气势如虹	khí thế như cầu vồng	general	combat
全神贯注	toàn tâm tập trung	general	combat
严阵以待	nghiêm trận chờ đợi	general	combat
蓄势待发	tích thế chờ phát	general	combat
一触即发	căng thẳng chỉ chực bùng nổ	general	combat
迎面而来	ập thẳng tới	general	motion
扑面而来	ập vào mặt	general	motion
席卷而来	cuốn tới	general	motion
呼啸而过	rít gào lướt qua	general	motion
破空而来	xé gió lao tới	general	motion
冲天而起	vút thẳng lên trời	general	motion
从天而降	từ trên trời giáng xuống	general	motion
消失不见	biến mất không thấy	general	motion
无影无踪	không còn dấu vết	general	motion
灵力波动	dao động linh lực	general	cultivation
精神力量	sức mạnh tinh thần	general	cultivation
精神世界	thế giới tinh thần	general	cultivation
识海深处	nơi sâu trong thức hải	general	cultivation
丹田之中	trong đan điền	general	cultivation
经脉之中	trong kinh mạch	general	cultivation
天地灵气	linh khí trời đất	general	cultivation
天地之力	lực lượng trời đất	general	cultivation
法则之力	lực lượng pháp tắc	general	cultivation
空间之力	lực lượng không gian	general	cultivation
时间之力	lực lượng thời gian	general	cultivation
生命气息	khí tức sinh mệnh	general	cultivation
神魂力量	lực lượng thần hồn	general	cultivation
血脉之力	lực lượng huyết mạch	general	cultivation
修炼资源	tài nguyên tu luyện	general	cultivation
修炼速度	tốc độ tu luyện	general	cultivation
修炼天赋	thiên phú tu luyện	general	cultivation
战斗经验	kinh nghiệm chiến đấu	general	combat
实战经验	kinh nghiệm thực chiến	general	combat
生死危机	nguy cơ sinh tử	general	combat
致命一击	đòn trí mạng	general	combat
最后一击	đòn cuối cùng	general	combat
防御屏障	lá chắn phòng ngự	general	combat
能量屏障	lá chắn năng lượng	general	combat
空间裂缝	khe nứt không gian	general	cultivation
空间通道	thông đạo không gian	general	cultivation
传送阵法	trận pháp truyền tống	skill_name	cultivation
护山大阵	đại trận hộ sơn	skill_name	cultivation
聚灵阵法	trận pháp tụ linh	skill_name	cultivation
炼丹炉	lò luyện đan	item_name	cultivation
储物戒指	nhẫn trữ vật	item_name	cultivation
空间戒指	nhẫn không gian	item_name	cultivation
身份令牌	lệnh bài thân phận	item_name	cultivation
传讯玉简	ngọc giản truyền tin	item_name	cultivation
任务奖励	phần thưởng nhiệm vụ	general	system
任务失败	nhiệm vụ thất bại	general	system
任务完成	nhiệm vụ hoàn thành	general	system
支线任务	nhiệm vụ phụ	general	system
主线任务	nhiệm vụ chính	general	system
隐藏任务	nhiệm vụ ẩn	general	system
属性面板	bảng thuộc tính	general	system
人物面板	bảng nhân vật	general	system
状态面板	bảng trạng thái	general	system
技能面板	bảng kỹ năng	general	system
个人信息	thông tin cá nhân	general	system
当前等级	cấp độ hiện tại	general	system
剩余时间	thời gian còn lại	general	system
冷却时间	thời gian hồi	general	system
使用次数	số lần sử dụng	general	system
成功概率	xác suất thành công	general	system
失败惩罚	hình phạt thất bại	general	system
系统空间	không gian hệ thống	general	system
系统提示	thông báo hệ thống	general	system
系统通知	thông báo hệ thống	general	system
系统商城	cửa hàng hệ thống	general	system
兑换积分	điểm đổi thưởng	general	system
经验值	điểm kinh nghiệm	general	system
生命值	điểm sinh mệnh	general	system
精神值	điểm tinh thần	general	system
好感度	độ thiện cảm	general	system
忠诚度	độ trung thành	general	system
完成条件	điều kiện hoàn thành	general	system
触发条件	điều kiện kích hoạt	general	system
必要条件	điều kiện cần thiết	general	system
紧急情况	tình huống khẩn cấp	general	modern
调查结果	kết quả điều tra	general	modern
监控录像	đoạn ghi hình giám sát	general	modern
身份信息	thông tin danh tính	general	modern
联系方式	thông tin liên hệ	general	modern
电话号码	số điện thoại	general	modern
电子邮件	thư điện tử	general	modern
新闻发布会	họp báo	general	modern
董事会	hội đồng quản trị	organization_name	modern
管理层	ban lãnh đạo	organization_name	modern
研究小组	nhóm nghiên cứu	organization_name	modern
行动小组	nhóm hành động	organization_name	modern
特别行动	tác chiến đặc biệt	general	modern
执行任务	thực hiện nhiệm vụ	general	modern
调查案件	điều tra vụ án	general	modern
秘密基地	căn cứ bí mật	place_name	modern
地下基地	căn cứ ngầm	place_name	modern
实验基地	căn cứ thí nghiệm	place_name	modern
研究中心	trung tâm nghiên cứu	organization_name	modern
