# DrDuc QuickTrans clean-room starter lexicon v1
# Project-authored generic Chinese-Vietnamese mappings. License: CC0-1.0
# Format: source<TAB>Vietnamese<TAB>type
秘密	bí mật	general
真相	sự thật	general
问题	vấn đề	general
办法	cách	general
事情	chuyện	general
消息	tin tức	general
名字	tên	general
第一	thứ nhất	general
第二	thứ hai	general
第三	thứ ba	general
一	một	general
二	hai	general
三	ba	general
四	bốn	general
五	năm	general
六	sáu	general
七	bảy	general
八	tám	general
九	chín	general
十	mười	general
百	trăm	general
千	nghìn	general
万	vạn	general
亿	trăm triệu	general
个	cái	general
人	người	general
天	ngày	general
年	năm	general
月	tháng	general
日	ngày	general
次	lần	general
章	chương	general
